First_Name,Last_Name,Course,PassYear,Campus,StudentID
Joseph,Adams,Mathematics,2025,Erode,A20252151422605
Vincent,Mckinney,Mathematics,2020,Erode,A20202151422606
Larry,Johnson,Mathematics,2021,Erode,A20212151422607
Danielle,Graham,Mathematics,2030,Erode,A20302151422608
Elizabeth,Gutierrez,Mathematics,2023,Erode,A20232151422609
Sandra,Smith,Mathematics,2027,Erode,A20272151422610
William,Jackson,Literature,2026,Erode,A20261241422611
Joshua,Curtis,Literature,2024,Erode,A20241241422612
Shari,Rivera,Literature,2027,Erode,A20271241422613
Krystal,Snow,Literature,2029,Erode,A20291241422614
Denise,Fox,Literature,2026,Erode,A20261241422615
Melissa,Griffin,Languages,2028,Erode,A20287851422616
Rachel,Diaz,Languages,2023,Erode,A20237851422617
Kenneth,Wright,Languages,2030,Erode,A20307851422618
Sherry,Gaines,Languages,2029,Erode,A20297851422619
Paula,Cook,Languages,2028,Erode,A20287851422620
David,Boyd,Languages,2030,Erode,A20307851422621
Matthew,Daniels,Journalism,2023,Erode,A20232311422622
Kathleen,Franklin,Journalism,2030,Erode,A20302311422623
James,Navarro,Journalism,2024,Erode,A20242311422624
Michael,Smith,Journalism,2020,Erode,A20202311422625
Jason,Hughes,Journalism,2023,Erode,A20232311422626
Mark,Parker,Journalism,2027,Erode,A20272311422627
Jonathan,Foster,Journalism,2022,Erode,A20222311422628
Jennifer,Richards,History,2019,Erode,A20196361422629
Joseph,Moran,History,2023,Erode,A20236361422630
Robert,Stout,History,2022,Erode,A20226361422631
Kimberly,Lucas,Fine Arts,2023,Erode,A20231471422632
Patricia,Zimmerman,Fine Arts,2023,Erode,A20231471422633
Angela,Harris,Fine Arts,2030,Erode,A20301471422634
Audrey,Rangel,Fine Arts,2030,Erode,A20301471422635
Sarah,Gonzales,Fine Arts,2023,Erode,A20231471422636
Brent,Salazar,Economics,2030,Erode,A20301021422637
Shawn,Baker,Economics,2028,Erode,A20281021422638
Roger,Watson,Economics,2023,Erode,A20231021422639
Mark,Morales,Economics,2019,Erode,A20191021422640
Justin,Webb,Economics,2020,Erode,A20201021422641
Jennifer,Knapp,Cinema Sciences,2022,Erode,A20224121422642
Brandi,Poole,Cinema Sciences,2028,Erode,A20284121422643
Annette,Porter,Cinema Sciences,2019,Erode,A20194121422644
Cory,Graves,Cinema Sciences,2023,Erode,A20234121422645
Erin,Mills,Cinema Sciences,2025,Erode,A20254121422646
Marissa,Irwin,Cinema Sciences,2030,Erode,A20304121422647
Matthew,Davis,Cinema Sciences,2026,Erode,A20264121422648
Oscar,Banks,Archaeology,2029,Erode,A20292141422649
Alyssa,Gonzales,Archaeology,2029,Erode,A20292141422650
Dylan,Robbins,Archaeology,2020,Erode,A20202141422651
Cody,Mcdaniel,Archaeology,2027,Erode,A20272141422652
Michael,Soto,Archaeology,2024,Erode,A20242141422653
Andrew,West,Advertising,2026,Erode,A20262001422654
Juan,Gonzalez,Advertising,2021,Erode,A20212001422655
Brian,Perry,Advertising,2025,Erode,A20252001422656
Richard,Miller,Zoology,2027,Durgapur,A20273331412657
Michael,Brown,Zoology,2029,Durgapur,A20293331412658
Nancy,West,Zoology,2019,Durgapur,A20193331412659
Robert,Villarreal,Zoology,2019,Durgapur,A20193331412660
Jennifer,Ross,Zoology,2029,Durgapur,A20293331412661
Raymond,Webb,Zoology,2023,Durgapur,A20233331412662
Tommy,Brown,Zoology,2023,Durgapur,A20233331412663
Phillip,Hinton,Zoology,2030,Durgapur,A20303331412664
Helen,Ross,Zoology,2026,Durgapur,A20263331412665
Pamela,Faulkner,Zoology,2024,Durgapur,A20243331412666
Michael,Turner,Veterinary Medicine,2022,Durgapur,A20229611412667
David,Morton,Veterinary Medicine,2029,Durgapur,A20299611412668
Brendan,Savage,Veterinary Medicine,2026,Durgapur,A20269611412669
Erica,Snyder,Veterinary Medicine,2025,Durgapur,A20259611412670
Theresa,Freeman,Veterinary Medicine,2025,Durgapur,A20259611412671
Kristina,White,Veterinary Medicine,2023,Durgapur,A20239611412672
Keith,Byrd,Urban Planning,2020,Durgapur,A20201591412673
Colin,James,Urban Planning,2030,Durgapur,A20301591412674
Matthew,Brown,Urban Planning,2030,Durgapur,A20301591412675
Daniel,Mcbride,Urban Planning,2024,Durgapur,A20241591412676
Tonya,Haney,Theatre,2027,Durgapur,A20277981412677
Brittany,Schneider,Theatre,2024,Durgapur,A20247981412678
Kevin,Raymond,Sociology,2024,Durgapur,A20245551412679
Gabriel,Wilson,Sociology,2025,Durgapur,A20255551412680
William,Peck,Sociology,2026,Durgapur,A20265551412681
Matthew,Brown,Sociology,2028,Durgapur,A20285551412682
Lisa,Delacruz,Public Administration,2028,Durgapur,A20286961412683
Jacqueline,Hernandez,Public Administration,2027,Durgapur,A20276961412684
Sandra,Garcia,Public Administration,2023,Durgapur,A20236961412685
Brittany,Frank,Public Administration,2030,Durgapur,A20306961412686
Elizabeth,Barr,Public Administration,2028,Durgapur,A20286961412687
Marc,Fritz,Public Administration,2027,Durgapur,A20276961412688
Kristin,Macdonald,Public Administration,2022,Durgapur,A20226961412689
Jerry,Mathews,Public Administration,2028,Durgapur,A20286961412690
Brandon,Osborne,Public Administration,2024,Durgapur,A20246961412691
David,Webb,Public Administration,2022,Durgapur,A20226961412692
Ann,Graham,Psychology,2022,Durgapur,A20221931412693
Debra,Keith,Psychology,2028,Durgapur,A20281931412694
George,Hicks,Psychology,2027,Durgapur,A20271931412695
Lynn,Wade,Psychology,2030,Durgapur,A20301931412696
April,Page,Psychology,2025,Durgapur,A20251931412697
Eric,Parker,Political Science,2020,Durgapur,A20201521412698
Ashley,Riley,Political Science,2030,Durgapur,A20301521412699
Francisco,Hayden,Political Science,2026,Durgapur,A20261521412700
Christopher,Aguilar,Political Science,2029,Durgapur,A20291521412701
Brenda,White,Political Science,2028,Durgapur,A20281521412702
Jared,Brock,Political Science,2026,Durgapur,A20261521412703
Cynthia,Davis,Political Science,2030,Durgapur,A20301521412704
Eduardo,Miller,Political Science,2026,Durgapur,A20261521412705
Mary,Calhoun,Philosophy,2025,Durgapur,A20253001412706
Robert,Randolph,Philosophy,2022,Durgapur,A20223001412707
James,Stevens,Philosophy,2028,Durgapur,A20283001412708
Jeremy,Harper,Philosophy,2019,Durgapur,A20193001412709
Derek,Fox,Philosophy,2024,Durgapur,A20243001412710
Christine,Hall,Philosophy,2029,Durgapur,A20293001412711
Janice,Knight,Music,2023,Durgapur,A20237861412712
Amanda,Estes,Music,2022,Durgapur,A20227861412713
Russell,Schmidt,Music,2024,Durgapur,A20247861412714
Erin,Sullivan,Music,2027,Durgapur,A20277861412715
Troy,Richardson,Music,2029,Durgapur,A20297861412716
Emily,Shepard,Music,2020,Durgapur,A20207861412717
Christopher,Sweeney,Music,2026,Durgapur,A20267861412718
Kevin,Mccormick,Mathematics,2028,Durgapur,A20282151412719
Aaron,Pena,Mathematics,2020,Durgapur,A20202151412720
Paula,Mayo,Mathematics,2030,Durgapur,A20302151412721
Patty,Martinez,Mathematics,2030,Durgapur,A20302151412722
Rodney,Robinson,Mathematics,2025,Durgapur,A20252151412723
Amy,Salas,Mathematics,2019,Durgapur,A20192151412724
Connie,Davila,Mathematics,2019,Durgapur,A20192151412725
Anna,Lewis,Mathematics,2024,Durgapur,A20242151412726
Daniel,Rodriguez,Mathematics,2026,Durgapur,A20262151412727
Marisa,Johnson,Literature,2025,Durgapur,A20251241412728
Angel,Blankenship,Literature,2026,Durgapur,A20261241412729
David,Reyes,Literature,2028,Durgapur,A20281241412730
Robert,Weiss,Literature,2021,Durgapur,A20211241412731
Steven,Wright,Languages,2022,Durgapur,A20227851412732
Robert,Bennett,Languages,2022,Durgapur,A20227851412733
Michael,Sims,Languages,2019,Durgapur,A20197851412734
David,Kelly,Journalism,2023,Durgapur,A20232311412735
Kyle,Rodriguez,Journalism,2019,Durgapur,A20192311412736
Daniel,Knapp,Journalism,2023,Durgapur,A20232311412737
Jacqueline,Ford,Journalism,2020,Durgapur,A20202311412738
Kristi,Malone,Journalism,2022,Durgapur,A20222311412739
Alexander,Simpson,Journalism,2020,Durgapur,A20202311412740
Colin,Carson,Journalism,2028,Durgapur,A20282311412741
Nicole,Banks,History,2027,Durgapur,A20276361412742
Randy,Shepard,History,2029,Durgapur,A20296361412743
Ryan,Moon,History,2025,Durgapur,A20256361412744
Dylan,Jones,History,2027,Durgapur,A20276361412745
Samantha,Mckinney,History,2024,Durgapur,A20246361412746
Christopher,Williams,Fine Arts,2029,Durgapur,A20291471412747
Vincent,Mcbride,Fine Arts,2029,Durgapur,A20291471412748
Adrian,Washington,Fine Arts,2027,Durgapur,A20271471412749
Heather,Mccarthy,Fine Arts,2022,Durgapur,A20221471412750
Lindsey,Bailey,Economics,2026,Durgapur,A20261021412751
Tom,Haynes,Economics,2025,Durgapur,A20251021412752
Nicole,Martin,Economics,2023,Durgapur,A20231021412753
Donna,Mcdonald,Economics,2024,Durgapur,A20241021412754
Janet,Hall,Cinema Sciences,2019,Durgapur,A20194121412755
Ricardo,Alexander,Cinema Sciences,2020,Durgapur,A20204121412756
Christine,Hinton,Cinema Sciences,2022,Durgapur,A20224121412757
Rebecca,Long,Cinema Sciences,2022,Durgapur,A20224121412758
Sherry,Sanders,Archaeology,2024,Durgapur,A20242141412759
Nicole,Castillo,Archaeology,2026,Durgapur,A20262141412760
Thomas,Smith,Archaeology,2027,Durgapur,A20272141412761
Joan,Anderson,Archaeology,2026,Durgapur,A20262141412762
Denise,Anderson,Archaeology,2020,Durgapur,A20202141412763
Shawn,Washington,Archaeology,2025,Durgapur,A20252141412764
Heather,Dean,Archaeology,2028,Durgapur,A20282141412765
Robin,Andrews,Advertising,2030,Durgapur,A20302001412766
Abigail,Mills,Advertising,2025,Durgapur,A20252001412767
Michael,Long,Advertising,2029,Durgapur,A20292001412768
Leah,Sparks,Advertising,2020,Durgapur,A20202001412769
Craig,Sharp,Advertising,2023,Durgapur,A20232001412770
Brittany,Burnett,Advertising,2028,Durgapur,A20282001412771
Kimberly,Walter,Advertising,2027,Durgapur,A20272001412772
Jose,Johnson,Advertising,2021,Durgapur,A20212001412773
Curtis,Odonnell,Zoology,2027,Durg-Bhilai Nagar,A20273331402774
Willie,Li,Zoology,2030,Durg-Bhilai Nagar,A20303331402775
Matthew,Gonzales,Zoology,2026,Durg-Bhilai Nagar,A20263331402776
Heidi,Mullen,Zoology,2023,Durg-Bhilai Nagar,A20233331402777
Lisa,Bean,Zoology,2026,Durg-Bhilai Nagar,A20263331402778
Mary,Good,Zoology,2028,Durg-Bhilai Nagar,A20283331402779
Jonathan,Thomas,Zoology,2022,Durg-Bhilai Nagar,A20223331402780
Desiree,Sanchez,Veterinary Medicine,2027,Durg-Bhilai Nagar,A20279611402781
Cindy,Kennedy,Veterinary Medicine,2029,Durg-Bhilai Nagar,A20299611402782
Cheryl,Brown,Veterinary Medicine,2027,Durg-Bhilai Nagar,A20279611402783
Jason,Johnston,Urban Planning,2022,Durg-Bhilai Nagar,A20221591402784
Emily,Ramirez,Urban Planning,2022,Durg-Bhilai Nagar,A20221591402785
Candice,Mcfarland,Urban Planning,2030,Durg-Bhilai Nagar,A20301591402786
April,Allen,Urban Planning,2022,Durg-Bhilai Nagar,A20221591402787
Katherine,Jones,Urban Planning,2023,Durg-Bhilai Nagar,A20231591402788
Gregg,Ramirez,Urban Planning,2030,Durg-Bhilai Nagar,A20301591402789
Kenneth,Reynolds,Theology,2027,Durg-Bhilai Nagar,A20274651402790
Michael,Heath,Theology,2023,Durg-Bhilai Nagar,A20234651402791
Sarah,Reed,Theatre,2020,Durg-Bhilai Nagar,A20207981402792
Michelle,Brown,Theatre,2030,Durg-Bhilai Nagar,A20307981402793
Laura,Hodge,Theatre,2024,Durg-Bhilai Nagar,A20247981402794
Timothy,Hicks,Theatre,2025,Durg-Bhilai Nagar,A20257981402795
Amanda,Wilson,Sociology,2030,Durg-Bhilai Nagar,A20305551402796
Richard,Swanson,Sociology,2028,Durg-Bhilai Nagar,A20285551402797
Barry,Hogan,Sociology,2023,Durg-Bhilai Nagar,A20235551402798
Janice,Parker,Sociology,2025,Durg-Bhilai Nagar,A20255551402799
Christine,Vance,Public Administration,2028,Durg-Bhilai Nagar,A20286961402800
Elizabeth,Anderson,Public Administration,2022,Durg-Bhilai Nagar,A20226961402801
Heather,Chandler,Public Administration,2027,Durg-Bhilai Nagar,A20276961402802
Sheryl,Joseph,Public Administration,2020,Durg-Bhilai Nagar,A20206961402803
Mark,Harris,Public Administration,2028,Durg-Bhilai Nagar,A20286961402804
Brian,Gonzales,Public Administration,2019,Durg-Bhilai Nagar,A20196961402805
Robert,Beck,Public Administration,2028,Durg-Bhilai Nagar,A20286961402806
Austin,Ponce,Public Administration,2028,Durg-Bhilai Nagar,A20286961402807
Chris,Jones,Public Administration,2022,Durg-Bhilai Nagar,A20226961402808
Lawrence,Jordan,Psychology,2024,Durg-Bhilai Nagar,A20241931402809
Jean,Conley,Psychology,2023,Durg-Bhilai Nagar,A20231931402810
Scott,Guzman,Psychology,2025,Durg-Bhilai Nagar,A20251931402811
Patrick,Calderon,Political Science,2030,Durg-Bhilai Nagar,A20301521402812
Regina,Chapman,Political Science,2029,Durg-Bhilai Nagar,A20291521402813
Jessica,Gray,Political Science,2030,Durg-Bhilai Nagar,A20301521402814
Kimberly,Brown,Political Science,2019,Durg-Bhilai Nagar,A20191521402815
Mary,Cruz,Political Science,2022,Durg-Bhilai Nagar,A20221521402816
Melissa,Love,Philosophy,2019,Durg-Bhilai Nagar,A20193001402817
Michael,Johnson,Philosophy,2020,Durg-Bhilai Nagar,A20203001402818
Laura,Grant,Philosophy,2023,Durg-Bhilai Nagar,A20233001402819
Robert,Allen,Music,2022,Durg-Bhilai Nagar,A20227861402820
Shirley,Ross,Music,2020,Durg-Bhilai Nagar,A20207861402821
Glenn,Craig,Music,2024,Durg-Bhilai Nagar,A20247861402822
Jack,Harris,Music,2022,Durg-Bhilai Nagar,A20227861402823
Cynthia,Parker,Music,2022,Durg-Bhilai Nagar,A20227861402824
George,Mccormick,Mathematics,2028,Durg-Bhilai Nagar,A20282151402825
Mark,Miller,Mathematics,2029,Durg-Bhilai Nagar,A20292151402826
Gregory,Rodriguez,Mathematics,2021,Durg-Bhilai Nagar,A20212151402827
Jeff,Yang,Mathematics,2024,Durg-Bhilai Nagar,A20242151402828
Danielle,Huff,Mathematics,2030,Durg-Bhilai Nagar,A20302151402829
Angie,Wyatt,Literature,2020,Durg-Bhilai Nagar,A20201241402830
Virginia,Schultz,Literature,2027,Durg-Bhilai Nagar,A20271241402831
Michelle,Allen,Literature,2030,Durg-Bhilai Nagar,A20301241402832
Holly,Robinson,Literature,2026,Durg-Bhilai Nagar,A20261241402833
Lisa,Tran,Literature,2021,Durg-Bhilai Nagar,A20211241402834
Kim,Walker,Languages,2023,Durg-Bhilai Nagar,A20237851402835
Kenneth,Castro,Languages,2029,Durg-Bhilai Nagar,A20297851402836
Carla,Berger,Languages,2025,Durg-Bhilai Nagar,A20257851402837
Bruce,Garcia,Journalism,2026,Durg-Bhilai Nagar,A20262311402838
James,Morgan,Journalism,2022,Durg-Bhilai Nagar,A20222311402839
Joshua,Jackson,Journalism,2028,Durg-Bhilai Nagar,A20282311402840
Sandra,Cunningham,Journalism,2020,Durg-Bhilai Nagar,A20202311402841
Michael,Hernandez,Journalism,2021,Durg-Bhilai Nagar,A20212311402842
Nicholas,Ramsey,Journalism,2026,Durg-Bhilai Nagar,A20262311402843
Ryan,Pace,Journalism,2020,Durg-Bhilai Nagar,A20202311402844
Andrea,Church,Journalism,2029,Durg-Bhilai Nagar,A20292311402845
Michael,Scott,Journalism,2020,Durg-Bhilai Nagar,A20202311402846
Christina,Brooks,Journalism,2022,Durg-Bhilai Nagar,A20222311402847
Brittany,Ramirez,Journalism,2020,Durg-Bhilai Nagar,A20202311402848
Sharon,Ortiz,Journalism,2029,Durg-Bhilai Nagar,A20292311402849
Sandra,Alexander,History,2022,Durg-Bhilai Nagar,A20226361402850
Jennifer,Davis,History,2025,Durg-Bhilai Nagar,A20256361402851
George,Allen,History,2026,Durg-Bhilai Nagar,A20266361402852
Christopher,Reynolds,History,2030,Durg-Bhilai Nagar,A20306361402853
Austin,Mccarthy,History,2028,Durg-Bhilai Nagar,A20286361402854
Gina,Murillo,History,2021,Durg-Bhilai Nagar,A20216361402855
Brian,Mason,History,2022,Durg-Bhilai Nagar,A20226361402856
Amanda,Bond,Fine Arts,2027,Durg-Bhilai Nagar,A20271471402857
David,Castillo,Fine Arts,2023,Durg-Bhilai Nagar,A20231471402858
James,Hayes,Fine Arts,2024,Durg-Bhilai Nagar,A20241471402859
Christopher,Lopez,Economics,2024,Durg-Bhilai Nagar,A20241021402860
Katie,Diaz,Economics,2024,Durg-Bhilai Nagar,A20241021402861
Heidi,Franklin,Economics,2028,Durg-Bhilai Nagar,A20281021402862
Jennifer,Bradley,Economics,2029,Durg-Bhilai Nagar,A20291021402863
Alexandra,Hines,Economics,2021,Durg-Bhilai Nagar,A20211021402864
Nicholas,Walsh,Economics,2020,Durg-Bhilai Nagar,A20201021402865
Autumn,Mccarthy,Economics,2019,Durg-Bhilai Nagar,A20191021402866
Dana,Larson,Economics,2022,Durg-Bhilai Nagar,A20221021402867
Madeline,Hansen,Cinema Sciences,2024,Durg-Bhilai Nagar,A20244121402868
Michael,Anderson,Cinema Sciences,2021,Durg-Bhilai Nagar,A20214121402869
Thomas,Cunningham,Cinema Sciences,2027,Durg-Bhilai Nagar,A20274121402870
Kimberly,Ward,Cinema Sciences,2021,Durg-Bhilai Nagar,A20214121402871
Joshua,Schwartz,Cinema Sciences,2024,Durg-Bhilai Nagar,A20244121402872
Eric,Bolton,Cinema Sciences,2026,Durg-Bhilai Nagar,A20264121402873
Patricia,Reyes,Cinema Sciences,2027,Durg-Bhilai Nagar,A20274121402874
Briana,Odonnell,Cinema Sciences,2023,Durg-Bhilai Nagar,A20234121402875
Richard,Thomas,Cinema Sciences,2019,Durg-Bhilai Nagar,A20194121402876
James,Davis,Archaeology,2026,Durg-Bhilai Nagar,A20262141402877
Maria,Nguyen,Archaeology,2021,Durg-Bhilai Nagar,A20212141402878
Zachary,Davis,Archaeology,2025,Durg-Bhilai Nagar,A20252141402879
Charles,Contreras,Archaeology,2020,Durg-Bhilai Nagar,A20202141402880
Elizabeth,Reeves,Archaeology,2029,Durg-Bhilai Nagar,A20292141402881
David,Thomas,Archaeology,2024,Durg-Bhilai Nagar,A20242141402882
Kaitlyn,Morgan,Advertising,2019,Durg-Bhilai Nagar,A20192001402883
Alan,Padilla,Advertising,2029,Durg-Bhilai Nagar,A20292001402884
Catherine,Nelson,Advertising,2022,Durg-Bhilai Nagar,A20222001402885
Katherine,Cruz,Zoology,2024,Dhanbad,A20243331392886
Betty,Solis,Zoology,2025,Dhanbad,A20253331392887
Lisa,Martin,Zoology,2029,Dhanbad,A20293331392888
Victor,Chen,Zoology,2025,Dhanbad,A20253331392889
Kenneth,Stephens,Veterinary Medicine,2027,Dhanbad,A20279611392890
William,Harris,Veterinary Medicine,2030,Dhanbad,A20309611392891
William,Charles,Veterinary Medicine,2024,Dhanbad,A20249611392892
Thomas,Holland,Veterinary Medicine,2028,Dhanbad,A20289611392893
Kevin,Wallace,Veterinary Medicine,2022,Dhanbad,A20229611392894
James,Craig,Veterinary Medicine,2019,Dhanbad,A20199611392895
Diane,Bishop,Veterinary Medicine,2030,Dhanbad,A20309611392896
Alexander,Jackson,Veterinary Medicine,2026,Dhanbad,A20269611392897
Jessica,Baker,Veterinary Medicine,2020,Dhanbad,A20209611392898
Victoria,Garcia,Veterinary Medicine,2020,Dhanbad,A20209611392899
Marcus,Bell,Urban Planning,2025,Dhanbad,A20251591392900
Holly,Koch,Urban Planning,2025,Dhanbad,A20251591392901
Justin,Ramos,Urban Planning,2021,Dhanbad,A20211591392902
Diane,Bauer,Urban Planning,2022,Dhanbad,A20221591392903
Ann,Rowe,Urban Planning,2020,Dhanbad,A20201591392904
Bethany,Ho,Theology,2025,Dhanbad,A20254651392905
Aaron,Gardner,Theology,2022,Dhanbad,A20224651392906
Kathy,Moore,Theology,2022,Dhanbad,A20224651392907
Joseph,Neal,Theology,2022,Dhanbad,A20224651392908
Matthew,Moore,Theology,2030,Dhanbad,A20304651392909
William,Silva,Theatre,2028,Dhanbad,A20287981392910
Pamela,Perez,Theatre,2029,Dhanbad,A20297981392911
Susan,Gill,Theatre,2024,Dhanbad,A20247981392912
Kimberly,Mason,Theatre,2025,Dhanbad,A20257981392913
Joshua,Graham,Theatre,2021,Dhanbad,A20217981392914
Amy,Figueroa,Sociology,2029,Dhanbad,A20295551392915
James,Chung,Public Administration,2019,Dhanbad,A20196961392916
Lawrence,Hardin,Public Administration,2020,Dhanbad,A20206961392917
Anthony,Villanueva,Public Administration,2020,Dhanbad,A20206961392918
Sheena,Roy,Public Administration,2030,Dhanbad,A20306961392919
Tamara,Aguirre,Public Administration,2022,Dhanbad,A20226961392920
Terry,Stevens,Psychology,2024,Dhanbad,A20241931392921
Justin,Schroeder,Psychology,2030,Dhanbad,A20301931392922
Pamela,Watts,Psychology,2026,Dhanbad,A20261931392923
Rebecca,Fuller,Psychology,2027,Dhanbad,A20271931392924
Peter,Phillips,Psychology,2027,Dhanbad,A20271931392925
William,Hancock,Psychology,2023,Dhanbad,A20231931392926
Courtney,Jones,Psychology,2027,Dhanbad,A20271931392927
Brittany,Thompson,Psychology,2028,Dhanbad,A20281931392928
Jose,Jones,Psychology,2026,Dhanbad,A20261931392929
Sydney,Tucker,Political Science,2030,Dhanbad,A20301521392930
Gordon,Smith,Political Science,2025,Dhanbad,A20251521392931
Alicia,Kelly,Political Science,2026,Dhanbad,A20261521392932
David,Ashley,Political Science,2022,Dhanbad,A20221521392933
Joshua,Castillo,Philosophy,2025,Dhanbad,A20253001392934
Jason,Shelton,Philosophy,2025,Dhanbad,A20253001392935
Kevin,Grimes,Philosophy,2028,Dhanbad,A20283001392936
Kara,Robertson,Philosophy,2027,Dhanbad,A20273001392937
Jared,Barnett,Music,2020,Dhanbad,A20207861392938
Lisa,Morton,Music,2026,Dhanbad,A20267861392939
Laura,Franklin,Music,2020,Dhanbad,A20207861392940
Anthony,Watts,Music,2024,Dhanbad,A20247861392941
Scott,Turner,Mathematics,2029,Dhanbad,A20292151392942
Taylor,Clark,Mathematics,2028,Dhanbad,A20282151392943
Brittany,Snyder,Mathematics,2029,Dhanbad,A20292151392944
Angela,Vega,Mathematics,2021,Dhanbad,A20212151392945
Jorge,Thompson,Literature,2023,Dhanbad,A20231241392946
Cheyenne,Lee,Literature,2020,Dhanbad,A20201241392947
Dana,White,Literature,2024,Dhanbad,A20241241392948
Mallory,Forbes,Languages,2027,Dhanbad,A20277851392949
Wendy,Hammond,Languages,2028,Dhanbad,A20287851392950
Jack,Reilly,Languages,2019,Dhanbad,A20197851392951
George,Ayers,Languages,2023,Dhanbad,A20237851392952
Jillian,Smith,Languages,2019,Dhanbad,A20197851392953
Caroline,Brock,Journalism,2022,Dhanbad,A20222311392954
Andrea,Shannon,Journalism,2027,Dhanbad,A20272311392955
Bruce,Munoz,Journalism,2025,Dhanbad,A20252311392956
Brittany,Mason,Journalism,2023,Dhanbad,A20232311392957
Justin,Thompson,Journalism,2030,Dhanbad,A20302311392958
Jerry,Howe,Journalism,2030,Dhanbad,A20302311392959
Amy,Austin,Journalism,2021,Dhanbad,A20212311392960
Tracy,Nguyen,Journalism,2019,Dhanbad,A20192311392961
Michael,Reed,History,2025,Dhanbad,A20256361392962
Katherine,Thornton,History,2029,Dhanbad,A20296361392963
Michael,Cohen,History,2020,Dhanbad,A20206361392964
Brenda,Chan,Fine Arts,2028,Dhanbad,A20281471392965
Michael,Olson,Fine Arts,2019,Dhanbad,A20191471392966
Larry,Rodriguez,Fine Arts,2019,Dhanbad,A20191471392967
Dylan,Foster,Economics,2028,Dhanbad,A20281021392968
Kevin,Owens,Economics,2020,Dhanbad,A20201021392969
Max,Benton,Economics,2022,Dhanbad,A20221021392970
Melissa,Walker,Economics,2021,Dhanbad,A20211021392971
Tina,Thomas,Cinema Sciences,2022,Dhanbad,A20224121392972
Jason,Jennings,Cinema Sciences,2025,Dhanbad,A20254121392973
Jessica,Bowman,Cinema Sciences,2029,Dhanbad,A20294121392974
Jessica,Kirk,Cinema Sciences,2026,Dhanbad,A20264121392975
Aimee,Craig,Cinema Sciences,2020,Dhanbad,A20204121392976
Stanley,Becker,Cinema Sciences,2021,Dhanbad,A20214121392977
Jennifer,Thompson,Cinema Sciences,2024,Dhanbad,A20244121392978
Chelsea,Murphy,Archaeology,2025,Dhanbad,A20252141392979
Kelly,James,Archaeology,2028,Dhanbad,A20282141392980
Sherry,Hughes,Archaeology,2021,Dhanbad,A20212141392981
Kelly,Williams,Archaeology,2028,Dhanbad,A20282141392982
Melody,Thompson,Advertising,2028,Dhanbad,A20282001392983
Brian,Ramirez,Advertising,2024,Dhanbad,A20242001392984
Jessica,Hayes,Advertising,2023,Dhanbad,A20232001392985
Jessica,Allen,Zoology,2020,Delhi,A20203331022986
Daisy,Santos,Zoology,2025,Delhi,A20253331022987
Alisha,Fernandez,Zoology,2020,Delhi,A20203331022988
Keith,Harris,Zoology,2020,Delhi,A20203331022989
Karen,Rios,Veterinary Medicine,2019,Delhi,A20199611022990
Amy,Chung,Veterinary Medicine,2028,Delhi,A20289611022991
Chloe,French,Veterinary Medicine,2027,Delhi,A20279611022992
Brandon,Hall,Veterinary Medicine,2027,Delhi,A20279611022993
Adrian,George,Veterinary Medicine,2026,Delhi,A20269611022994
Donald,Lawson,Veterinary Medicine,2019,Delhi,A20199611022995
Stephanie,Nguyen,Urban Planning,2020,Delhi,A20201591022996
John,Buchanan,Urban Planning,2030,Delhi,A20301591022997
Thomas,Thompson,Urban Planning,2026,Delhi,A20261591022998
Jenna,Baker,Urban Planning,2023,Delhi,A20231591022999
Shannon,Gonzalez,Theology,2021,Delhi,A20214651023000
Jessica,Holmes,Theology,2024,Delhi,A20244651023001
Andrew,Morales,Theology,2022,Delhi,A20224651023002
April,Hawkins,Theology,2026,Delhi,A20264651023003
Matthew,Davis,Theology,2022,Delhi,A20224651023004
Andrea,Jones,Theology,2026,Delhi,A20264651023005
Curtis,Gillespie,Theatre,2029,Delhi,A20297981023006
Sara,Miller,Theatre,2030,Delhi,A20307981023007
Gregory,Johnson,Sociology,2026,Delhi,A20265551023008
Katherine,Collins,Sociology,2025,Delhi,A20255551023009
Benjamin,Conley,Sociology,2028,Delhi,A20285551023010
Tyler,Cook,Sociology,2025,Delhi,A20255551023011
Joshua,Smith,Public Administration,2028,Delhi,A20286961023012
Samuel,Barnes,Public Administration,2024,Delhi,A20246961023013
Jo,Gonzalez,Public Administration,2028,Delhi,A20286961023014
Jason,Dodson,Public Administration,2024,Delhi,A20246961023015
Shannon,Reynolds,Public Administration,2021,Delhi,A20216961023016
Colin,Young,Public Administration,2029,Delhi,A20296961023017
Karen,Wright,Psychology,2028,Delhi,A20281931023018
Howard,Jones,Psychology,2027,Delhi,A20271931023019
Timothy,Collier,Psychology,2025,Delhi,A20251931023020
Julia,Huffman,Psychology,2020,Delhi,A20201931023021
Roger,Stephens,Political Science,2027,Delhi,A20271521023022
Heather,White,Political Science,2025,Delhi,A20251521023023
Karen,Reynolds,Political Science,2024,Delhi,A20241521023024
Michael,Douglas,Political Science,2027,Delhi,A20271521023025
Kathryn,Schroeder,Political Science,2022,Delhi,A20221521023026
Randall,Singleton,Political Science,2028,Delhi,A20281521023027
Alejandro,Taylor,Political Science,2030,Delhi,A20301521023028
Roberto,Roberts,Political Science,2019,Delhi,A20191521023029
Sean,Parker,Philosophy,2024,Delhi,A20243001023030
